type,mode,amount,currentBalance,transactionTimestamp,valueDate,txnId,narration,reference
CREDIT,OTHERS,900.0,1230.81,2024-02-01T05:28:38+05:30,2024-02-01,C85094376,NEFT-AXNPN40326715012-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,19.0,1211.81,2024-02-01T18:31:37+05:30,2024-02-01,S3354,UPI/439816951393/183136/UPI/euronetgpayrchici,NA
CREDIT,OTHERS,58.0,1269.81,2024-02-03T09:29:49+05:30,2024-01-31,S68777922,51888100006461IntPd01-11-2023 to 31-01-2024,NA
CREDIT,UPI,200.0,1469.81,2024-02-03T18:53:39+05:30,2024-02-03,S98007158,UPI/403447957327/185339/UPI/ksonu433477okicici,NA
DEBIT,UPI,400.0,1069.81,2024-02-03T19:58:44+05:30,2024-02-03,S2384693,UPI/403462557497/195844/UPI/bharatpe9006655445,NA
DEBIT,UPI,50.0,1019.81,2024-02-03T21:01:22+05:30,2024-02-03,S6035339,UPI/440068369860/210121/UPI/bharatpe90725406876,NA
DEBIT,UPI,120.0,899.81,2024-02-03T21:04:22+05:30,2024-02-03,S6161442,UPI/403408367825/210421/UPI/nooralamkhan98788o,NA
CREDIT,OTHERS,800.0,1699.81,2024-02-04T06:58:51+05:30,2024-02-04,S12312613,NEFT-AXNPN40351071566-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,120.0,1579.81,2024-02-04T19:50:17+05:30,2024-02-04,S45105126,UPI/403530713901/195016/UPI/q507904675ybl/UPI,NA
DEBIT,UPI,50.0,1529.81,2024-02-05T12:32:51+05:30,2024-02-05,S67493037,UPI/440243828100/123251/UPI/dubeyadharvoksbi/U,NA
DEBIT,UPI,500.0,1029.81,2024-02-05T18:21:15+05:30,2024-02-05,S86955164,UPI/440228943474/182114/UPI/dubeyadharvoksbi/U,NA
DEBIT,UPI,150.0,879.81,2024-02-05T18:41:54+05:30,2024-02-05,S88349487,UPI/440252941887/184154/UPI/bharatpe9006231703,NA
DEBIT,UPI,10.0,869.81,2024-02-06T11:15:11+05:30,2024-02-06,S12120402,UPI/403796983076/111511/UPI/q514575473ybl/UPI,NA
DEBIT,UPI,200.0,669.81,2024-02-07T19:10:09+05:30,2024-02-07,S79622135,UPI/440492869984/191008/UPI/mohitkingguptaoksb,NA
DEBIT,UPI,10.0,659.81,2024-02-07T21:22:08+05:30,2024-02-07,S88026719,UPI/440452465926/212207/UPI/7860606760ybl/Paym,NA
CREDIT,OTHERS,2600.0,3259.81,2024-02-08T07:59:15+05:30,2024-02-08,S93362653,NEFT-AXNPN40390150217-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,50.0,3209.81,2024-02-08T13:35:09+05:30,2024-02-08,S9026611,UPI/403979207531/133508/UPI/saxenajitender07ok,NA
DEBIT,UPI,120.0,3089.81,2024-02-08T14:25:59+05:30,2024-02-08,S11871596,UPI/440517798961/142558/UPI/paytmqraysb0m9zgnp,NA
DEBIT,UPI,240.0,2849.81,2024-02-08T20:34:42+05:30,2024-02-08,S33226438,UPI/403910909971/203442/UPI/arvindsingh7860000,NA
DEBIT,UPI,100.0,2749.81,2024-02-09T15:58:47+05:30,2024-02-09,S64099319,UPI/440657956965/155846/UPI/9653029504paytm/UP,NA
CREDIT,OTHERS,750.0,3499.81,2024-02-10T06:47:12+05:30,2024-02-10,S87919218,NEFT-AXNPN40419484619-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,500.0,2999.81,2024-02-10T19:05:57+05:30,2024-02-10,S23557384,UPI/404141429592/190556/UPI/mohitkingguptaokhd,NA
DEBIT,UPI,15.0,2984.81,2024-02-11T14:56:13+05:30,2024-02-11,S56914409,UPI/440809262354/145612/UPI/gpaybillpayrchrgo,NA
DEBIT,UPI,30.0,2954.81,2024-02-11T20:16:14+05:30,2024-02-11,S74119209,UPI/404235679280/201614/UPI/q290444500ybl/UPI,NA
CREDIT,UPI,200.0,3154.81,2024-02-11T21:40:10+05:30,2024-02-11,S77665834,UPI/404269427688/214010/UPI/shivampandit199999,NA
CREDIT,OTHERS,590.0,3744.81,2024-02-12T04:46:01+05:30,2024-02-12,S80634012,NEFT-AXNPN40438685742-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,UPI,10000.0,13744.81,2024-02-12T13:22:57+05:30,2024-02-12,S97183279,UPI/440961634787/132257/UPI/8795417446ybl/Paym,NA
DEBIT,UPI,500.0,13244.81,2024-02-12T14:46:04+05:30,2024-02-12,S1680810,UPI/404373716225/144604/UPI/q420727784ybl/UPI,NA
DEBIT,ATM,10000.0,3244.81,2024-02-13T14:01:51+05:30,2024-02-13,S47446558,ATM/CASH/404414021517/XXXXXXXXXXXX8896,NA
DEBIT,UPI,300.0,2944.81,2024-02-13T19:05:07+05:30,2024-02-13,S63775576,UPI/404482571739/190506/UPI/mohitkingguptaoksb,NA
DEBIT,UPI,40.0,2904.81,2024-02-13T21:10:58+05:30,2024-02-13,S71468342,UPI/441032984621/211058/UPI/ssumitpal922okhdfc,NA
DEBIT,UPI,30.0,2874.81,2024-02-13T21:48:30+05:30,2024-02-13,S73053582,UPI/441087766377/214829/UPI/7860606760ybl/Paym,NA
CREDIT,OTHERS,50.0,2924.81,2024-02-14T06:10:23+05:30,2024-02-14,S76096806,NEFT-AXNPN40457808985-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,1.0,2923.81,2024-02-14T13:20:34+05:30,2024-02-14,S92114600,UPI/404533698195/132034/UPI/rahulguptanaokaxis,NA
DEBIT,UPI,2544.0,379.81,2024-02-14T13:26:07+05:30,2024-02-14,S92423475,UPI/441151112210/132607/UPI/rahulguptanaokaxis,NA
DEBIT,UPI,100.0,279.81,2024-02-14T13:41:48+05:30,2024-02-14,S93270227,UPI/441121212205/134147/UPI/nitinmishra9697oks,NA
DEBIT,UPI,60.0,219.81,2024-02-14T17:59:43+05:30,2024-02-14,S6503238,UPI/441129511856/175943/UPI/q987204052ybl/UPI,NA
CREDIT,UPI,4.0,223.81,2024-02-15T19:59:25+05:30,2024-02-15,S60856000,UPI/404658902080/195925/UPI/dubeyadharvoksbi/U,NA
CREDIT,UPI,3000.0,3223.81,2024-02-15T20:47:28+05:30,2024-02-15,S63704459,UPI/441279546319/204729/UPI/8318914152ybl/Paym,NA
DEBIT,UPI,40.0,3183.81,2024-02-16T10:16:08+05:30,2024-02-16,S75902865,UPI/404721790029/101607/UPI/q936188905ybl/UPI,NA
DEBIT,UPI,15.0,3168.81,2024-02-16T15:56:04+05:30,2024-02-16,S92870985,UPI/441343605988/155603/UPI/euronetgpayrchici,NA
DEBIT,UPI,180.0,2988.81,2024-02-16T22:59:08+05:30,2024-02-16,S14240599,UPI/441341736027/225907/UPI/q507904675ybl/UPI,NA
DEBIT,UPI,240.9,2747.91,2024-02-17T11:25:20+05:30,2024-02-17,S24710034,UPI/441422640164/112519/UPI/gpaybillpayrchrgo,NA
DEBIT,UPI,2500.0,247.91,2024-02-17T15:33:27+05:30,2024-02-17,S37469230,UPI/404847053335/153326/UPI/shivampandit199999,NA
CREDIT,OTHERS,440.0,687.91,2024-02-18T04:47:29+05:30,2024-02-18,S60446661,NEFT-AXNPN40492895372-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,80.0,607.91,2024-02-19T10:40:59+05:30,2024-02-19,S9810004,UPI/441607649919/104059/UPI/q936188905ybl/UPI,NA
CREDIT,UPI,40.0,647.91,2024-02-19T13:01:03+05:30,2024-02-19,S16590914,UPI/405016448388/130104/UPI/mayankbhai73590oki,NA
DEBIT,UPI,40.0,607.91,2024-02-19T17:02:08+05:30,2024-02-19,S27840432,UPI/405019765039/170207/UPI/mayankbhai73590oki,NA
DEBIT,UPI,10.0,597.91,2024-02-19T21:16:52+05:30,2024-02-19,S42417738,UPI/441618378621/211651/UPI/bharatpe9006990474,NA
CREDIT,UPI,100.0,697.91,2024-02-20T12:50:40+05:30,2024-02-20,S61232645,UPI/441761496027/125040/UPI/9910619719ybl/Paym,NA
DEBIT,UPI,290.0,407.91,2024-02-20T12:57:12+05:30,2024-02-20,S61562960,UPI/405148097069/125712/UPI/paytm-71838008payt,NA
DEBIT,UPI,130.0,277.91,2024-02-21T19:14:06+05:30,2024-02-21,S27565599,UPI/441878461042/191405/UPI/gpay-11224839269ok,NA
CREDIT,OTHERS,3600.0,3877.91,2024-02-22T06:08:44+05:30,2024-02-22,S39785070,NEFT-AXNPN40533478873-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,40.0,3837.91,2024-02-22T18:17:40+05:30,2024-02-22,S70408981,UPI/441943998479/181739/UPI/q895367275ybl/UPI,NA
DEBIT,UPI,25.0,3812.91,2024-02-22T18:58:23+05:30,2024-02-22,S72913044,UPI/405316304018/185822/UPI/paytmqr6n3frf9lelp,NA
DEBIT,UPI,15.0,3797.91,2024-02-22T20:28:24+05:30,2024-02-22,S78592652,UPI/405350926936/202823/UPI/gpaybillpayrchrgo,NA
DEBIT,UPI,19.0,3778.91,2024-02-22T21:00:43+05:30,2024-02-22,S80269936,UPI/405388828676/210042/UPI/euronetgpayrchici,NA
DEBIT,UPI,200.0,3578.91,2024-02-23T19:32:01+05:30,2024-02-23,S20044225,UPI/405438755332/193200/UPI/dubeyadharvoksbi/U,NA
DEBIT,UPI,20.0,3558.91,2024-02-23T19:40:21+05:30,2024-02-23,S20575016,UPI/405466063656/194020/UPI/bharatpe9006937899,NA
DEBIT,UPI,40.0,3518.91,2024-02-23T20:30:40+05:30,2024-02-23,S23611105,UPI/405462561088/203040/UPI/paytmqr281005050101,NA
DEBIT,UPI,35.0,3483.91,2024-02-24T16:38:47+05:30,2024-02-24,S50201204,UPI/405526002597/163846/UPI/q387867621ybl/UPI,NA
CREDIT,UPI,20000.0,23483.91,2024-02-24T18:55:15+05:30,2024-02-24,S58360773,UPI/442192582411/185516/UPI/8795417446-2ybl/Pa,NA
CREDIT,UPI,200.0,23683.91,2024-02-24T19:26:25+05:30,2024-02-24,S60379495,UPI/405522192936/192626/UPI/dubeyadharvoksbi/U,NA
DEBIT,UPI,20000.0,3683.91,2024-02-25T11:08:34+05:30,2024-02-25,S77431539,UPI/405633427538/110833/UPI/8318914152axl/UPI,NA
CREDIT,UPI,100.0,3783.91,2024-02-25T14:22:06+05:30,2024-02-25,S86084276,UPI/405647910397/142207/UPI/dubeyadharvoksbi/U,NA
DEBIT,UPI,100.0,3683.91,2024-02-25T14:54:23+05:30,2024-02-25,S87391602,UPI/442248946671/145423/UPI/q901958227ybl/UPI,NA
DEBIT,UPI,19.0,3664.91,2024-02-25T19:34:09+05:30,2024-02-25,S1258236,UPI/442288761022/193408/UPI/euronetgpayrchici,NA
CREDIT,UPI,20000.0,23664.91,2024-02-25T20:08:58+05:30,2024-02-25,S3167582,UPI/442272156503/200859/UPI/8318914152ybl/Paym,NA
DEBIT,UPI,60.0,23604.91,2024-02-26T11:52:47+05:30,2024-02-26,S20311418,UPI/442393088932/115247/UPI/q936188905ybl/UPI,NA
DEBIT,UPI,10.0,23594.91,2024-02-27T21:23:00+05:30,2024-02-27,S94752597,UPI/442431067517/212300/UPI/bharatpe9006990474,NA
CREDIT,UPI,100.0,23694.91,2024-02-28T12:55:41+05:30,2024-02-28,S12999270,UPI/405977407689/125541/UPI/dubeyadharvoksbi/U,NA
CREDIT,UPI,50.0,23744.91,2024-02-28T15:27:02+05:30,2024-02-28,S20313075,UPI/442551593707/152703/UPI/9910619719ybl/Paym,NA
DEBIT,UPI,140.0,23604.91,2024-02-28T15:30:35+05:30,2024-02-28,S20469007,UPI/442544790040/153034/UPI/paytm-71838008payt,NA
DEBIT,UPI,500.0,23104.91,2024-02-29T10:33:53+05:30,2024-02-29,S60251772,UPI/406028538169/103352/UPI/q794239763ybl/UPI,NA
DEBIT,UPI,200.0,22904.91,2024-02-29T11:13:11+05:30,2024-02-29,S62581566,UPI/442681525335/111310/UPI/rrolex593-1okicici,NA
DEBIT,UPI,500.0,22404.91,2024-03-01T10:52:36+05:30,2024-03-01,S10080876,UPI/442725876691/105235/UPI/q181032143ybl/UPI,NA
DEBIT,UPI,50.0,22354.91,2024-03-01T16:12:05+05:30,2024-03-01,S27766189,UPI/406188200128/161205/UPI/8299505517-2ybl/UP,NA
DEBIT,UPI,10.0,22344.91,2024-03-02T16:28:12+05:30,2024-03-02,S80974527,UPI/442832658736/162812/UPI/q742616359ybl/UPI,NA
DEBIT,UPI,10.0,22334.91,2024-03-02T21:15:27+05:30,2024-03-02,S98382672,UPI/442855974244/211527/UPI/bharatpe9006990474,NA
DEBIT,UPI,95.0,22239.91,2024-03-03T09:58:26+05:30,2024-03-03,S10771861,UPI/406308282156/095825/UPI/q189410455ybl/UPI,NA
DEBIT,UPI,40.0,22199.91,2024-03-03T11:19:44+05:30,2024-03-03,S14845060,UPI/406344087793/111944/UPI/gpay-11240173941ok,NA
DEBIT,UPI,55.0,22144.91,2024-03-03T12:06:28+05:30,2024-03-03,S17344782,UPI/406331797775/120627/UPI/q936188905ybl/UPI,NA
DEBIT,UPI,10.0,22134.91,2024-03-03T15:27:59+05:30,2024-03-03,S28421444,UPI/442921699463/152758/UPI/q087828198ybl/UPI,NA
DEBIT,UPI,80.0,22054.91,2024-03-03T17:17:14+05:30,2024-03-03,S33858159,UPI/406339505154/171713/UPI/bharatpe90725406876,NA
CREDIT,UPI,200.0,22254.91,2024-03-03T17:23:16+05:30,2024-03-03,S34186970,UPI/442927378643/172316/UPI/9140092527ybl/Paym,NA
DEBIT,UPI,18.0,22236.91,2024-03-03T19:35:19+05:30,2024-03-03,S42160607,UPI/406354729546/193518/UPI/q290444500ybl/UPI,NA
DEBIT,UPI,130.0,22106.91,2024-03-03T19:37:48+05:30,2024-03-03,S42315682,UPI/406369919499/193747/UPI/gpay-11224839269ok,NA
DEBIT,UPI,20.0,22086.91,2024-03-04T10:34:28+05:30,2024-03-04,S58841099,UPI/443089338388/103427/UPI/q491609826ybl/UPI,NA
CREDIT,UPI,100.0,22186.91,2024-03-04T14:03:39+05:30,2024-03-04,S70591540,UPI/406404593963/140340/UPI/dubeyadharvoksbi/U,NA
CREDIT,UPI,100.0,22286.91,2024-03-04T14:05:28+05:30,2024-03-04,S70686903,UPI/406404667972/140529/UPI/dubeyadharvoksbi/U,NA
DEBIT,UPI,55.0,22231.91,2024-03-04T14:08:28+05:30,2024-03-04,S70847578,UPI/443063534969/140828/UPI/q936188905ybl/UPI,NA
DEBIT,UPI,30.0,22201.91,2024-03-04T14:12:06+05:30,2024-03-04,S71043944,UPI/443013849882/141206/UPI/im201027500377ind,NA
DEBIT,UPI,60.0,22141.91,2024-03-04T14:24:28+05:30,2024-03-04,S71689124,UPI/443049844095/142428/UPI/q882371871ybl/UPI,NA
DEBIT,UPI,10.0,22131.91,2024-03-04T14:51:41+05:30,2024-03-04,S73031609,UPI/443007955265/145140/UPI/paytmqr15wmuj8wjwp,NA
DEBIT,UPI,10.0,22121.91,2024-03-04T17:35:12+05:30,2024-03-04,S81476265,UPI/443046854329/173511/UPI/q257474859ybl/UPI,NA
DEBIT,UPI,240.9,21881.01,2024-03-05T17:44:53+05:30,2024-03-05,S33821656,UPI/443110207039/174452/UPI/gpaybillpayrchrgo,NA
DEBIT,UPI,60.0,21821.01,2024-03-06T09:35:49+05:30,2024-03-06,S56989035,UPI/406644847193/093548/UPI/q031954753ybl/UPI,NA
DEBIT,UPI,420.0,21401.01,2024-03-06T12:30:36+05:30,2024-03-06,S66682858,UPI/443250562116/123035/UPI/q420727784ybl/UPI,NA
CREDIT,UPI,100.0,21501.01,2024-03-06T15:23:46+05:30,2024-03-06,S77002648,UPI/443283731179/152347/UPI/sirajmohd23ibl/Pa,NA
CREDIT,UPI,100.0,21601.01,2024-03-06T15:25:31+05:30,2024-03-06,S77082670,UPI/443231436454/152531/UPI/sirajmohd23axl/Pa,NA
DEBIT,UPI,140.0,21461.01,2024-03-06T15:58:13+05:30,2024-03-06,S78701681,UPI/443257270146/155812/UPI/paytm-71838008payt,NA
CREDIT,UPI,100.0,21561.01,2024-03-06T17:12:08+05:30,2024-03-06,S82610329,UPI/443253653663/171208/UPI/9910619719ibl/Paym,NA
DEBIT,UPI,4600.0,16961.01,2024-03-07T17:19:46+05:30,2024-03-07,S33071786,UPI/406756424114/171945/UPI/simplemanishokaxis,NA
DEBIT,UPI,22.0,16939.01,2024-03-08T15:26:02+05:30,2024-03-08,S78518483,UPI/443468695377/152602/UPI/bharatpe9006990474,NA
DEBIT,UPI,10.0,16929.01,2024-03-08T20:18:24+05:30,2024-03-08,S94027419,UPI/443449096939/201823/UPI/bharatpe9006990474,NA
DEBIT,UPI,85.0,16844.01,2024-03-08T21:40:50+05:30,2024-03-08,S97833648,UPI/443404993928/214049/UPI/q016242371ybl/UPI,NA
DEBIT,UPI,180.0,16664.01,2024-03-08T21:42:47+05:30,2024-03-08,S97899194,UPI/406801602946/214246/UPI/paytmqr1ij9iz6aavp,NA
DEBIT,UPI,290.0,16374.01,2024-03-09T12:57:12+05:30,2024-03-09,S15234635,UPI/443516917898/125711/UPI/q482222842ybl/UPI,NA
DEBIT,UPI,500.0,15874.01,2024-03-09T19:16:11+05:30,2024-03-09,S35158114,UPI/406965446547/191610/UPI/mohitkingguptaoksb,NA
DEBIT,UPI,520.0,15354.01,2024-03-10T13:03:56+05:30,2024-03-10,S63359370,UPI/443628673546/130356/UPI/paytmqr1s35rk2e0mp,NA
DEBIT,UPI,15.0,15339.01,2024-03-10T21:10:14+05:30,2024-03-10,S88594107,UPI/407097512033/211014/UPI/gpaybillpayrchrgo,NA
DEBIT,UPI,200.0,15139.01,2024-03-11T19:13:57+05:30,2024-03-11,S32274624,UPI/407143240314/191356/UPI/pamit1566oksbi/UPI,NA
CREDIT,OTHERS,1630.0,16769.01,2024-03-12T08:16:35+05:30,2024-03-12,S48224862,NEFT-AXNPN07236221944-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,OTHERS,140.0,16909.01,2024-03-13T06:01:19+05:30,2024-03-13,S95541334,NEFT-AXNPN07346182027-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,59.0,16850.01,2024-03-13T19:08:04+05:30,2024-03-13,S31793270,UPI/443997054139/190803/UPI/q750803548ybl/UPI,NA
DEBIT,UPI,15.0,16835.01,2024-03-13T21:33:52+05:30,2024-03-13,S40846095,UPI/407385966499/213352/UPI/bharatpe9006990474,NA
DEBIT,UPI,5000.0,11835.01,2024-03-14T13:13:55+05:30,2024-03-14,S62504503,UPI/407407288470/131354/UPI/saxenajitender07ok,NA
DEBIT,UPI,500.0,11335.01,2024-03-14T19:09:23+05:30,2024-03-14,S82322099,UPI/444059804493/190922/UPI/mohitkingguptaokhd,NA
CREDIT,UPI,200.0,11535.01,2024-03-14T19:22:06+05:30,2024-03-14,S83265720,UPI/444045776225/192206/UPI/9119906554-2ybl/Pa,NA
DEBIT,UPI,15.0,11520.01,2024-03-14T19:27:57+05:30,2024-03-14,S83665891,UPI/407401904634/192757/UPI/gpaybillpayrchrgo,NA
DEBIT,UPI,126.0,11394.01,2024-03-14T19:37:42+05:30,2024-03-14,S84335027,UPI/407498107006/193742/UPI/bharatpe9006745441,NA
CREDIT,OTHERS,300.0,11694.01,2024-03-15T05:36:40+05:30,2024-03-15,S96129046,NEFT-AXNPN07565943484-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,10.0,11684.01,2024-03-15T12:43:46+05:30,2024-03-15,S11778956,UPI/444164830072/124346/UPI/q087828198ybl/UPI,NA
DEBIT,UPI,10.0,11674.01,2024-03-15T15:12:17+05:30,2024-03-15,S19700251,UPI/407549542305/151217/UPI/q290444500ybl/UPI,NA
DEBIT,UPI,60.0,11614.01,2024-03-15T20:33:33+05:30,2024-03-15,S39211975,UPI/444123552727/203332/UPI/q005868899ybl/UPI,NA
DEBIT,UPI,20.0,11594.01,2024-03-15T20:54:59+05:30,2024-03-15,S40491335,UPI/444111063232/205458/UPI/6394329180paytm/UP,NA
CREDIT,OTHERS,800.0,12394.01,2024-03-16T06:12:03+05:30,2024-03-16,S47437259,NEFT-AXNPN07675649505-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,240.9,12153.11,2024-03-16T10:49:26+05:30,2024-03-16,S55651618,UPI/444278876627/104925/UPI/gpaybillpayrchrgo,NA
CREDIT,OTHERS,2150.0,14303.11,2024-03-17T06:59:24+05:30,2024-03-17,S99224797,NEFT-AXNPN07785291996-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,300.0,14003.11,2024-03-17T15:24:36+05:30,2024-03-17,S19023190,UPI/407704051233/152435/UPI/saxenajitender07ok,NA
DEBIT,UPI,19.0,13984.11,2024-03-17T18:49:10+05:30,2024-03-17,S30843170,UPI/407743853060/184910/UPI/gpaybillpayrchrgo,NA
CREDIT,OTHERS,250.0,14234.11,2024-03-18T06:07:14+05:30,2024-03-18,S43939934,NEFT-AXNPN07894176291-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,10.0,14224.11,2024-03-18T13:36:35+05:30,2024-03-18,S60722438,UPI/407889589156/133635/UPI/8957278788axl/UPI,NA
CREDIT,OTHERS,1150.0,15374.11,2024-03-19T05:41:17+05:30,2024-03-19,S92296112,NEFT-AXNPN07903656851-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,30.0,15344.11,2024-03-19T11:32:29+05:30,2024-03-19,S3206504,UPI/407907632578/113229/UPI/bharatpe9006231703,NA
DEBIT,UPI,15.0,15329.11,2024-03-19T20:43:41+05:30,2024-03-19,S32846113,UPI/444589261166/204340/UPI/q087828198ybl/UPI,NA
DEBIT,UPI,130.0,15199.11,2024-03-19T20:45:22+05:30,2024-03-19,S32939321,UPI/407962159656/204522/UPI/gpay-11224839268ok,NA
DEBIT,UPI,3000.0,12199.11,2024-03-19T21:05:45+05:30,2024-03-19,S33970928,UPI/444529980986/210545/UPI/8860721183paytm/UP,NA
CREDIT,OTHERS,920.0,13119.11,2024-03-20T06:11:27+05:30,2024-03-20,S39910676,NEFT-AXNPN08013228203-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,12000.0,1119.11,2024-03-20T18:56:48+05:30,2024-03-20,S75496843,UPI/444654608986/185648/UPI/8303922846ibl/UPI,NA
DEBIT,UPI,500.0,619.11,2024-03-20T19:16:10+05:30,2024-03-20,S76808415,UPI/408068311785/191610/UPI/mohitkingguptaoksb,NA
DEBIT,UPI,125.0,494.11,2024-03-20T21:36:49+05:30,2024-03-20,S85083918,UPI/408044119876/213649/UPI/q242127661ybl/UPI,NA
CREDIT,OTHERS,270.0,764.11,2024-03-21T07:36:02+05:30,2024-03-21,S91593187,NEFT-AXNPN08123043186-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,170.0,594.11,2024-03-21T18:13:10+05:30,2024-03-21,S22068994,UPI/444700347922/181309/UPI/saxenajitender07ok,NA
DEBIT,UPI,5.0,589.11,2024-03-21T20:37:47+05:30,2024-03-21,S31658358,UPI/444726269938/203747/UPI/bharatpe9006428914,NA
CREDIT,OTHERS,1370.0,1959.11,2024-03-22T06:47:33+05:30,2024-03-22,S39285871,NEFT-AXNPN08232507646-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
CREDIT,UPI,3000.0,4959.11,2024-03-22T08:47:52+05:30,2024-03-22,S42508951,UPI/444841401061/084752/UPI/8318914152ybl/Paym,NA
DEBIT,UPI,11.0,4948.11,2024-03-22T09:35:52+05:30,2024-03-22,S45250644,UPI/444862076633/093551/UPI/bharatpe9006990474,NA
DEBIT,UPI,100.0,4848.11,2024-03-22T20:32:49+05:30,2024-03-22,S82857285,UPI/408217206371/203248/UPI/saxenajitender07ok,NA
DEBIT,UPI,4380.0,468.11,2024-03-23T11:24:29+05:30,2024-03-23,S2376163,UPI/444938630091/112429/UPI/amzn0009895929apl/,NA
DEBIT,UPI,130.0,338.11,2024-03-23T21:06:25+05:30,2024-03-23,S35010975,UPI/444914061362/210625/UPI/gpay-11224839268ok,NA
CREDIT,OTHERS,4300.0,4638.11,2024-03-24T05:28:09+05:30,2024-03-24,S40232993,NEFT-AXNPN08451764733-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,40.0,4598.11,2024-03-24T18:22:46+05:30,2024-03-24,S70617124,UPI/408460115571/182245/UPI/ujjwalgupta77889-2,NA
CREDIT,UPI,1500.0,6098.11,2024-03-24T18:30:50+05:30,2024-03-24,S71113028,UPI/408454786813/183050/UPI/8178328660ybl/Paym,NA
DEBIT,UPI,500.0,5598.11,2024-03-24T19:16:53+05:30,2024-03-24,S74229377,UPI/445051513067/191652/UPI/mohitkingguptaoksb,NA
DEBIT,UPI,200.0,5398.11,2024-03-24T22:58:47+05:30,2024-03-24,S83863740,UPI/408407715731/225846/UPI/q267469252ybl/UPI,NA
DEBIT,UPI,30.0,5368.11,2024-03-25T09:28:55+05:30,2024-03-25,S89747372,UPI/408584234003/092855/UPI/bharatpe9006990474,NA
CREDIT,UPI,100.0,5468.11,2024-03-25T20:38:19+05:30,2024-03-25,S18592040,UPI/445156560833/203820/UPI/8726128640ybl/Paym,NA
DEBIT,UPI,19.0,5449.11,2024-03-25T21:21:27+05:30,2024-03-25,S20185945,UPI/408578152981/212126/UPI/euronetgpayrchici,NA
DEBIT,UPI,120.0,5329.11,2024-03-26T11:01:31+05:30,2024-03-26,S33927128,UPI/408611871441/110131/UPI/q936188905ybl/UPI,NA
DEBIT,UPI,10.0,5319.11,2024-03-27T13:30:49+05:30,2024-03-27,S90109268,UPI/445353822402/133048/UPI/q087828198ybl/UPI,NA
DEBIT,UPI,50.0,5269.11,2024-03-27T17:18:13+05:30,2024-03-27,S1173253,UPI/445336325888/171812/UPI/bharatpe90725406876,NA
DEBIT,UPI,20.0,5249.11,2024-03-27T17:20:10+05:30,2024-03-27,S1285184,UPI/408724934697/172010/UPI/eazypay582087377i,NA
DEBIT,UPI,15.0,5234.11,2024-03-27T21:49:50+05:30,2024-03-27,S17811265,UPI/408760451907/214950/UPI/bharatpe9006990474,NA
DEBIT,UPI,50.0,5184.11,2024-03-28T14:43:48+05:30,2024-03-28,S42056148,UPI/408877073796/144347/UPI/bharatpe9006655445,NA
DEBIT,UPI,10.0,5174.11,2024-03-28T16:00:42+05:30,2024-03-28,S45613960,UPI/408838279674/160041/UPI/bharatpe9006724625,NA
CREDIT,UPI,500.0,5674.11,2024-03-28T17:12:05+05:30,2024-03-28,S49643218,UPI/445447800624/171205/UPI/sajalgupta123ybl/P,NA
DEBIT,UPI,5000.0,674.11,2024-03-28T17:50:04+05:30,2024-03-28,S51865958,UPI/408830181590/175003/UPI/6386098404ibl/UPI,NA
CREDIT,UPI,5000.0,5674.11,2024-03-28T19:45:57+05:30,2024-03-28,S59721674,UPI/445453420833/194558/UPI/6386098404ibl/Paym,NA
DEBIT,UPI,10.0,5664.11,2024-03-28T22:08:14+05:30,2024-03-28,S67281597,UPI/445451509080/220813/UPI/bharatpe9006990474,NA
CREDIT,OTHERS,170.0,5834.11,2024-03-29T08:27:48+05:30,2024-03-29,S72746866,NEFT-AXNPN08993522184-PHONEPE PRIVATE LIMITED-PAYM,922020004688715
DEBIT,UPI,500.0,5334.11,2024-03-29T12:06:25+05:30,2024-03-29,S82235885,UPI/408913322613/120624/UPI/9027218679ybl/UPI,NA
DEBIT,UPI,260.0,5074.11,2024-03-29T12:46:55+05:30,2024-03-29,S84460709,UPI/445520817522/124654/UPI/gpay-11224839269ok,NA
